"word","word_type","topic","phonetic","meaning_en","image_url","audio_url"
"cherry","noun","Fruits","ˈʧɛri","a small and round fruit with mainly red skin and a pit","https://cdn.langeek.co/photo/38591/original/cherry?type=jpeg","https://tts.langeek.co/read?text=Y2hlcnJ5&hash=131e91a46b90fef25c067c6aff57e81b5fcdaf1a&lang=en&cache-only=0"
"blueberry","noun","Fruits","ˈbluˌbɛri","a sweet small fruit dark blue in color, grown in North America","https://cdn.langeek.co/photo/50429/original/blueberry?type=jpeg","https://tts.langeek.co/read?text=Ymx1ZWJlcnJ5&hash=6d7eb3331c473bbcdea842abdef6f2c86003dffd&lang=en&cache-only=0"
"peach","noun","Fruits","piːtʃ","a soft and juicy fruit that has a pit in the middle and its skin has extremely little hairs on it","https://cdn.langeek.co/photo/48693/original/peach?type=jpeg","https://tts.langeek.co/read?text=cGVhY2g&hash=c81b48d718d4c83e5e4fa5ad6459e4451ce9d5a9&lang=en&cache-only=0"
"apricot","noun","Fruits","ˈæprɪˌkɑt/ , /ˈeɪprɪˌkɑt","a small yellow or orange fruit with juicy flesh and a large pit","https://cdn.langeek.co/photo/50423/original/apricot?type=jpeg","https://tts.langeek.co/read?text=YXByaWNvdA&hash=2ffbc6ebec8058db85aa937d6ecd31af5a26455e&lang=en&cache-only=0"
"pear","noun","Fruits","pɛr","a sweet yellow or green bell-shaped fruit with a lot of juice","https://cdn.langeek.co/photo/35918/original/pear?type=jpeg","https://tts.langeek.co/read?text=cGVhcg&hash=66a01ebb51f910a3886f699e5d5b4432f8c43db3&lang=en&cache-only=0"
"grapefruit","noun","Fruits","ˈɡreɪpˌfruːt","a round, citrusy fruit with yellow-orange skin, like a large orange","https://cdn.langeek.co/photo/50435/original/grapefruit?type=jpeg","https://tts.langeek.co/read?text=Z3JhcGVmcnVpdA&hash=50c614e73f7f665e647cb5138b130b800e035572&lang=en&cache-only=0"
"coconut","noun","Fruits","ˈkoʊkəˌnʌt","a large fruit with a hard shell and edible white flesh inside containing a milky liquid","https://cdn.langeek.co/photo/50433/original/coconut?type=jpeg","https://tts.langeek.co/read?text=Y29jb251dA&hash=7e421cf08b77e456bfab51b0b603b36dcdf923c0&lang=en&cache-only=0"
"raspberry","noun","Fruits","ˈɹæzˌbɛɹi","an edible soft berry that is red or black in color and grows on bushes","https://cdn.langeek.co/photo/21294/original/?type=jpeg","https://tts.langeek.co/read?text=cmFzcGJlcnJ5&hash=d7ab7d0e12a96dfafba52b9deacbe5ef1bdf64a2&lang=en&cache-only=0"
"blackberry","noun","Fruits","ˈblækˌbɛri","a tiny soft fruit with a sweet taste and black color that grows on a thorny bush","https://cdn.langeek.co/photo/50425/original/blackberry?type=jpeg","https://tts.langeek.co/read?text=YmxhY2tiZXJyeQ&hash=1515aecefb8730d4763cb5284deb980cdacd8ae6&lang=en&cache-only=0"
"papaya","noun","Fruits","pəˈpaɪə","an oval tropical fruit with an orange-yellow flesh containing black seeds","https://cdn.langeek.co/photo/18189/original/papaya?type=jpeg","https://tts.langeek.co/read?text=cGFwYXlh&hash=d047930faa5ed0bd2ec1152f970a9ae3302b074f&lang=en&cache-only=0"
"tangerine","noun","Fruits","ˌtændʒəˈrin","a small orange fruit with loose skin and juicy flesh","https://cdn.langeek.co/photo/50479/original/tangerine?type=jpeg","https://tts.langeek.co/read?text=dGFuZ2VyaW5l&hash=a10123d655c7a368cf078d673e449301d8ab642d&lang=en&cache-only=0"
"kiwi","noun","Fruits","ˈkiːˌwiː","an oval fruit with hairy brown skin and green flesh","https://cdn.langeek.co/photo/50461/original/kiwi?type=jpeg","https://tts.langeek.co/read?text=a2l3aQ&hash=a38ce67d14157f2529764b045a69819c669894c7&lang=en&cache-only=0"
"pomegranate","noun","Fruits","ˈpɑməˌɡrænɪt","a round fruit with a thick red skin, containing many red edible seeds that are of sour or sweet taste","https://cdn.langeek.co/photo/44204/original/pomegranate?type=jpeg","https://tts.langeek.co/read?text=cG9tZWdyYW5hdGU&hash=2dfee98559324a83ffced8923b5e1fc3f90c98f6&lang=en&cache-only=0"
"avocado","noun","Fruits","ˌævəˈkɑdoʊ","a bell-shaped tropical fruit with bright green flesh, dark skin and a big stony seed","https://cdn.langeek.co/photo/50447/original/avocado?type=jpeg","https://tts.langeek.co/read?text=YXZvY2Fkbw&hash=25247929681acf6d02eb3f91fca2824c97a83575&lang=en&cache-only=0"
"cantaloupe","noun","Fruits","ˈkæntəˌloʊp","a round fruit of the melon family that has a sweet and juicy orange flesh and a netted rind which is typically beige or tan in color","https://cdn.langeek.co/photo/50441/original/cantaloupe?type=jpeg","https://tts.langeek.co/read?text=Y2FudGFsb3VwZQ&hash=0dcf45da6e0d56b31e84d5f36d098228dff10d87&lang=en&cache-only=0"
"lemon","noun","Fruits","ˈlɛmən","a juicy sour fruit that is round and has thick yellow skin","https://cdn.langeek.co/photo/48695/original/lemon?type=jpeg","https://tts.langeek.co/read?text=bGVtb24&hash=67ee924feffec5d621c6351e7dfe699a686d7454&lang=en&cache-only=0"
"lime","noun","Fruits","laɪm","a round green fruit with a sour taste","https://cdn.langeek.co/photo/50469/original/lime?type=jpeg","https://tts.langeek.co/read?text=bGltZQ&hash=f0d750e289312b3241fa01b7f2c48504348ac075&lang=en&cache-only=0"
"cranberry","noun","Fruits","ˈkrænˌbɛri","a very small red berry with a sour taste","https://cdn.langeek.co/photo/50443/original/cranberry?type=jpeg","https://tts.langeek.co/read?text=Y3JhbmJlcnJ5&hash=5661d7c79962fdfaf46b4c1d793190d00b0f882d&lang=en&cache-only=0"
"plum","noun","Fruits","plʌm","a small round fruit with juicy flesh and purple or yellow skin and a pit","https://cdn.langeek.co/photo/18137/original/plum?type=jpeg","https://tts.langeek.co/read?text=cGx1bQ&hash=ff99c3eaf54ceabb1021a980b2bb5973cc136452&lang=en&cache-only=0"
"date","noun","Fruits","deɪt","a small brown fruit with a sweet taste and a hard seed","https://cdn.langeek.co/photo/50449/original/date?type=jpeg","https://tts.langeek.co/read?text=ZGF0ZQ&hash=306047f81731865f50d6a6e0e1a4a95c77e68b53&lang=en&cache-only=0"
"olive","noun","Fruits","ˈɑlɪv","a very small, typically green fruit with a hard seed and a bitter taste, eaten or used to extract oil from","https://cdn.langeek.co/photo/38267/original/olive?type=jpeg","https://tts.langeek.co/read?text=b2xpdmU&hash=85b884ab7ee7cd5a35d9a3113b5371a861264fcb&lang=en&cache-only=0"
"honeydew melon","noun","Fruits","hˈʌnɪdˌuː mˈɛlən","a type of melon with a juicy flesh that is usually light green in color and a smooth rind that typically has a green or yellowish color","https://cdn.langeek.co/photo/50463/original/?type=jpeg","https://tts.langeek.co/read?text=aG9uZXlkZXcgbWVsb24&hash=fd3e686e9323f408af817fcb82b840c70d68e900&lang=en&cache-only=0"
"fig","noun","Fruits","fɪɡ","a soft, sweet fruit with a thin skin and many small seeds, often eaten fresh or dried","https://cdn.langeek.co/photo/50457/original/fig?type=jpeg","https://tts.langeek.co/read?text=Zmln&hash=0bc947d8d6f4d623bc8f6d1abdf0724d653b849e&lang=en&cache-only=0"
"persimmon","noun","Fruits","pɚˈsɪmən","a tomato-like fruit with orange skin that is bittersweet in taste","https://cdn.langeek.co/photo/26924/original/?type=jpeg","https://tts.langeek.co/read?text=cGVyc2ltbW9u&hash=d61c51e07e666613830f7f87e9bd4e2c28b7ce69&lang=en&cache-only=0"
"nectarine","noun","Fruits","ˈnɛktəˌrin","a peach-like fruit with smooth yellow and red skin","https://cdn.langeek.co/photo/50477/original/nectarine?type=jpeg","https://tts.langeek.co/read?text=bmVjdGFyaW5l&hash=7405fbd47af48bc0824919292f8a5b1d59a8745f&lang=en&cache-only=0"
"mandarin","noun","Fruits","ˈmændərɪn","a small orange-like fruit with easily removable skin","https://cdn.langeek.co/photo/50465/original/mandarin?type=jpeg","https://tts.langeek.co/read?text=bWFuZGFyaW4&hash=68d29f30f9b1392852e0a5b069bb867fd16afbd2&lang=en&cache-only=0"
"guava","noun","Fruits","ˈɡwɑvə","a tropical fruit with pink juicy flesh, native to Mexico and Central America","https://cdn.langeek.co/photo/26379/original/?type=jpeg","https://tts.langeek.co/read?text=Z3VhdmE&hash=8e5da4af9ebf40111ab29fb94b4b3545d9809799&lang=en&cache-only=0"
"passion fruit","noun","Fruits","ˈpæʃən fruːt","a type of tropical fruit whose skin is purple in color and has many seeds within, native to South America","https://cdn.langeek.co/photo/26922/original/?type=jpeg","https://tts.langeek.co/read?text=cGFzc2lvbiBmcnVpdA&hash=a1d4e2d9e9a186abfc3a52a3faed1b6f26e7c7c1&lang=en&cache-only=0"
"star fruit","noun","Fruits","stˈɑːɹ fɹˈuːt","a yellow or green tropical fruit with a juicy pulp that looks like a star when sliced","https://cdn.langeek.co/photo/26920/original/?type=jpeg","https://tts.langeek.co/read?text=c3RhciBmcnVpdA&hash=2f2b61ce1e1ce70f268824864bd32f6ca0972b6a&lang=en&cache-only=0"
"prune","noun","Fruits","ˈpɹun","a dried plum, often eaten as a snack or used in cooking","https://cdn.langeek.co/photo/50743/original/?type=jpeg","https://tts.langeek.co/read?text=cHJ1bmU&hash=a16374dd2a4cc78db4958ed7960bac2c0a756e46&lang=en&cache-only=0"
"gooseberry","noun","Fruits","ˈɡuːsbɛri","a small yellowish-green or red fruit with a sharp flavor, growing on thorny bushes","https://cdn.langeek.co/photo/50459/original/?type=jpeg","https://tts.langeek.co/read?text=Z29vc2ViZXJyeQ&hash=fb2399f4f19d27e3287e506006af78cead4c8dda&lang=en&cache-only=0"
"dewberry","noun","Fruits","ˈduˌbɛɹi","the bluish-black fruit resembling a blackberry, growing on a bush","https://cdn.langeek.co/photo/50455/original/?type=jpeg","https://tts.langeek.co/read?text=ZGV3YmVycnk&hash=2cd95eccbff89e891680c8e13a15405f1c85868c&lang=en&cache-only=0"
"Honeycrisp","noun","Fruits","hʌnɪkɹɪsp","a type of apple known for its sweet and crisp texture, popular for eating fresh and used in various culinary applications","https://cdn.langeek.co/photo/50445/original/?type=jpeg","https://tts.langeek.co/read?text=SG9uZXljcmlzcA&hash=963a613dba55b42e713191c92f69c7459601ddae&lang=en&cache-only=0"
"clementine","noun","Fruits","ˈkɫɛmənˌtaɪn/, /ˈkɫɛmənˌtin","a type of small citrusy fruit, orange in color, with a loose skin, grown in southern Africa","https://cdn.langeek.co/photo/50453/original/?type=jpeg","https://tts.langeek.co/read?text=Y2xlbWVudGluZQ&hash=7e877b554a3e309c716b6365bcf3e730e024c500&lang=en&cache-only=0"
"pumpkin","noun","Fruits","ˈpʌmpkɪn","a large thick-skinned and round fruit with orange-yellow flesh and edible seeds","https://cdn.langeek.co/photo/50471/original/pumpkin?type=jpeg","https://tts.langeek.co/read?text=cHVtcGtpbg&hash=ce9916695ed518c2c792a6c056a3c5c7c238130a&lang=en&cache-only=0"
"to grasp","verb","Touching and Holding","ɡræsp","to take and tightly hold something","https://cdn.langeek.co/photo/47050/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gZ3Jhc3A&hash=b7b73263b3724e9d1a2f0a2db12d5f22fb7e1b39&lang=en&cache-only=0"
"to clutch","verb","Touching and Holding","ˈkɫətʃ","to seize or grab suddenly and firmly","https://cdn.langeek.co/photo/47054/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gY2x1dGNo&hash=cc8ce6e07c85d7b489faf92cc9a3e0f3624ead4c&lang=en&cache-only=0"
"to grip","verb","Touching and Holding","ɡrɪp","to firmly hold something","https://cdn.langeek.co/photo/47054/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gZ3JpcA&hash=4334055fe4e527d4cfccda570047f5e32ee198a9&lang=en&cache-only=0"
"to clasp","verb","Touching and Holding","ˈkɫæsp","to grip or hold tightly with one's hand","https://cdn.langeek.co/photo/60821/original/hold?type=jpeg","https://tts.langeek.co/read?text=dG8gY2xhc3A&hash=5019d1afa6b7e4856f5b32a23ad75703831da56f&lang=en&cache-only=0"
"to pinch","verb","Touching and Holding","ˈpɪntʃ","to tightly grip and squeeze something, particularly someone's flesh, between one's fingers","https://cdn.langeek.co/photo/35896/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gcGluY2g&hash=5d55593eefeb1cb38ba9b1c5603c81a4ec3e8af4&lang=en&cache-only=0"
"to stroke","verb","Touching and Holding","stroʊk","to rub gently or caress an animal's fur or hair","https://cdn.langeek.co/photo/30557/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gc3Ryb2tl&hash=f22be274b41d20d277c04860bee6bdd57dd2f625&lang=en&cache-only=0"
"to pet","verb","Touching and Holding","pɛt","to stroke or caress an animal as a gesture of care or attention","https://cdn.langeek.co/photo/30557/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gcGV0&hash=21ccf4e588f9448738bd4f631ab52384a0878a43&lang=en&cache-only=0"
"to fold","verb","Touching and Holding","foʊld","to bend something in a way that one part of it touches or covers another","https://cdn.langeek.co/photo/33299/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gZm9sZA&hash=4dd4e525929d93b7db1722db40680febbb8623db&lang=en&cache-only=0"
"to unfold","verb","Touching and Holding","ənˈfoʊɫd","to open or spread something out from a folded state or compact form","https://cdn.langeek.co/photo/46922/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gdW5mb2xk&hash=eac7b198d8e881f03d8a96e47d674cb7b97ef0cb&lang=en&cache-only=0"
"to twiddle","verb","Touching and Holding","ˈtwɪdəɫ","to move or play with something in a nervous or absentminded manner","https://cdn.langeek.co/photo/54380/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gdHdpZGRsZQ&hash=ea899b7aca0eea9040614e3cdb5d60c28c239a4d&lang=en&cache-only=0"
"to fondle","verb","Touching and Holding","ˈfɔndəɫ","to touch or handle tenderly and affectionately","https://cdn.langeek.co/photo/30557/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gZm9uZGxl&hash=eb7837733bc2fcb3d077b7c3c16bc961d3fd0f0a&lang=en&cache-only=0"
"to fiddle","verb","Touching and Holding","ˈfɪdəɫ","to touch or handle something in a restless, absentminded, or often playful manner","https://cdn.langeek.co/photo/54368/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gZmlkZGxl&hash=eb50375cdd1c192ad19064ad47e30bd0a22f34d4&lang=en&cache-only=0"
"to seize","verb","Touching and Holding","siːz","to suddenly and forcibly take hold of something","https://cdn.langeek.co/photo/47048/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gc2VpemU&hash=180b8f5b5a09a3a48dea918c06f86578d09c406b&lang=en&cache-only=0"
"to tweak","verb","Touching and Holding","ˈtwik","to give a sharp, quick squeeze or pinch","https://cdn.langeek.co/photo/35896/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gdHdlYWs&hash=56019d14c7eea943b6756ecef1d5e65bef2c9c69&lang=en&cache-only=0"
"to clench","verb","Touching and Holding","ˈkɫɛntʃ","to grip or hold tightly","https://cdn.langeek.co/photo/47054/original/?type=jpeg","https://tts.langeek.co/read?text=dG8gY2xlbmNo&hash=3ec08ac3481ff2ec57a0977eddebac88796a29f3&lang=en&cache-only=0"
"carrot","noun","Vegetables","ˈkærət","a long orange vegetable that grows beneath the ground and is eaten cooked or raw","https://cdn.langeek.co/photo/28325/original/carrot?type=jpeg","https://tts.langeek.co/read?text=Y2Fycm90&hash=74b6a414604c499b3431465ef5c996c902682544&lang=en&cache-only=0"
"potato","noun","Vegetables","pəˈteɪtoʊ","a round vegetable that grows beneath the ground, has light brown skin, and is used cooked or fried","https://cdn.langeek.co/photo/27077/original/potato?type=jpeg","https://tts.langeek.co/read?text=cG90YXRv&hash=d5e172be4127e5cdef6d2b48ed01de63b616a228&lang=en&cache-only=0"
"tomato","noun","Vegetables","təˈmeɪtoʊ","a soft and round fruit that is red and is used a lot in salads and many other foods","https://cdn.langeek.co/photo/48627/original/tomato?type=jpeg","https://tts.langeek.co/read?text=dG9tYXRv&hash=b03301d321a2d64e061f6c7de77256d255bdce4f&lang=en&cache-only=0"
"onion","noun","Vegetables","ˈʌnjən","a round vegetable with many layers and a strong smell and taste","https://cdn.langeek.co/photo/50485/original/onion?type=jpeg","https://tts.langeek.co/read?text=b25pb24&hash=630cbddcf7a13bd1cb746370bbf0b6cdae76ffb8&lang=en&cache-only=0"
"broccoli","noun","Vegetables","ˈbrɑkəli","a vegetable with a thick stem and clusters of edible flower buds, typically green in color","https://cdn.langeek.co/photo/50475/original/broccoli?type=jpeg","https://tts.langeek.co/read?text=YnJvY2NvbGk&hash=8cfa4a499615e66aedac6f2d5ff2bdc9474f5449&lang=en&cache-only=0"
"spinach","noun","Vegetables","ˈspɪnɪʧ","dark and wide green leaves of an Asian plant that can be eaten cooked or uncooked","https://cdn.langeek.co/photo/26838/original/?type=jpeg","https://tts.langeek.co/read?text=c3BpbmFjaA&hash=9d79fa61cbd8aba27306643dd846655a935b019f&lang=en&cache-only=0"
"cucumber","noun","Vegetables","ˈkjuːˌkʌmbɚ","a long fruit that has thin green skin and is used a lot in salads","https://cdn.langeek.co/photo/38409/original/cucumber?type=jpeg","https://tts.langeek.co/read?text=Y3VjdW1iZXI&hash=15aca5536b905d5fccfd857ff6f73ef51b568239&lang=en&cache-only=0"
"eggplant","noun","Vegetables","ˈɛɡˌplænt","a vegetable with dark purple skin, which is eaten cooked","https://cdn.langeek.co/photo/50451/original/eggplant?type=jpeg","https://tts.langeek.co/read?text=ZWdncGxhbnQ&hash=7ba021be410a7e90cc8f322a2b773f7fbdb48498&lang=en&cache-only=0"
"mushroom","noun","Vegetables","ˈmʌʃˌruːm/ , /ˈmʌʃˌrʊm","any fungus with a short stem and a round top that we can eat","https://cdn.langeek.co/photo/50473/original/mushroom?type=jpeg","https://tts.langeek.co/read?text=bXVzaHJvb20&hash=ec5e9abf0c324e588d1e91c3e5af3ff189fe5c8c&lang=en&cache-only=0"
"corn","noun","Vegetables","ˈkɔɹn","a tall plant with large yellow seeds that grow together on a cob, which is cooked and eaten as a vegetable or animal food","https://cdn.langeek.co/photo/28706/original/corn?type=jpeg","https://tts.langeek.co/read?text=Y29ybg&hash=7a24640bca47273ad2986e9edd323c7014219101&lang=en&cache-only=0"
"pea","noun","Vegetables","piː","a green seed, eaten as a vegetable","https://cdn.langeek.co/photo/50521/original/pea?type=jpeg","https://tts.langeek.co/read?text=cGVh&hash=150f442b62683b5e265660adecfec45dad0f77fb&lang=en&cache-only=0"
"lettuce","noun","Vegetables","ˈlɛtɪs","a type of vegetable with large green leaves, eaten raw in a salad","https://cdn.langeek.co/photo/50517/original/lettuce?type=jpeg","https://tts.langeek.co/read?text=bGV0dHVjZQ&hash=d6524a306880a33afc634fe9a1f8ea2367a4699f&lang=en&cache-only=0"
"garlic","noun","Vegetables","ˈɡɑrlɪk","a type of vegetable having a strong smell and spicy flavor that is used in cooking","https://cdn.langeek.co/photo/38285/original/garlic?type=jpeg","https://tts.langeek.co/read?text=Z2FybGlj&hash=0e99305121f3de1e5dba4d3463143caecbca0394&lang=en&cache-only=0"
"parsley","noun","Vegetables","ˈpɑrsli","an aromatic plant with curly green leaves, used for garnishing food or in cooking","https://cdn.langeek.co/photo/50519/original/?type=jpeg","https://tts.langeek.co/read?text=cGFyc2xleQ&hash=8eb8bceb7a8aabf637cdc77845cec94ce93b4502&lang=en&cache-only=0"
"radish","noun","Vegetables","ˈɹædɪʃ","an edible root of red color with a pungent taste that is eaten raw in salads","https://cdn.langeek.co/photo/26832/original/?type=jpeg","https://tts.langeek.co/read?text=cmFkaXNo&hash=334c7d246ce9a5349ea72f1db94bda9dae76dfbf&lang=en&cache-only=0"
"rutabaga","noun","Vegetables","ˈɹutəbeɪɡə","the swollen yellow root of a plant of the cabbage family, used in cooking","https://cdn.langeek.co/photo/50523/original/?type=jpeg","https://tts.langeek.co/read?text=cnV0YWJhZ2E&hash=fd29e4576d744b051862faf5889c8318a63cf43b&lang=en&cache-only=0"
"artichoke","noun","Vegetables","ˈɑrtɪˌʧoʊk","a round green vegetable with a cluster of thick green leaves that form a bud, used in cooking","https://cdn.langeek.co/photo/26556/original/?type=jpeg","https://tts.langeek.co/read?text=YXJ0aWNob2tl&hash=99b9bf002fad0eea48a544bc8e3cb99e050bedac&lang=en&cache-only=0"
"bok choy","noun","Vegetables","bˈɑːk tʃˈɔɪ","a leafy vegetable with crisp white stalks and dark green leaves","https://cdn.langeek.co/photo/34935/original/?type=jpeg","https://tts.langeek.co/read?text=Ym9rIGNob3k&hash=b56d600c9265a4dd3b0cc8fa8710230a25808b05&lang=en&cache-only=0"
"cabbage","noun","Vegetables","ˈkæbɪʤ","a large round vegetable with thick white, green or purple leaves, eaten raw or cooked","https://cdn.langeek.co/photo/50513/original/cabbage?type=jpeg","https://tts.langeek.co/read?text=Y2FiYmFnZQ&hash=8fe31fb7b50f83f90a458fea13965bf4d3f253f6&lang=en&cache-only=0"
"cauliflower","noun","Vegetables","ˈkɑliˌflaʊɚ","the flower head of a plant from the cabbage family that is white in color and is eaten as a vegetable","https://cdn.langeek.co/photo/26680/original/?type=jpeg","https://tts.langeek.co/read?text=Y2F1bGlmbG93ZXI&hash=3d2f9427dfb52d177f9785085b84649164033810&lang=en&cache-only=0"
"iceberg lettuce","noun","Vegetables","ˈaɪsbɜːɡ lˈɛɾɪs","a type of lettuce with crisp leaves that are pale green in color and form a round ball","https://cdn.langeek.co/photo/26706/original/?type=jpeg","https://tts.langeek.co/read?text=aWNlYmVyZyBsZXR0dWNl&hash=9b95740beaba6e83570fa26c80e0f96833458ab4&lang=en&cache-only=0"
"Brussels sprout","noun","Vegetables","bɹˈʌsəlz spɹˈaʊt","a small round green vegetable from the cabbage family, used in cooking","https://cdn.langeek.co/photo/50510/original/?type=jpeg","https://tts.langeek.co/read?text=QnJ1c3NlbHMgc3Byb3V0&hash=7095f06378a816af5d5fccaed03e05508f293b16&lang=en&cache-only=0"
"arugula","noun","Vegetables","ˌɑˈɹuɡuɫə","a peppery and leafy green vegetable commonly used in salads and as a garnish","https://cdn.langeek.co/photo/34933/original/?type=jpeg","https://tts.langeek.co/read?text=YXJ1Z3VsYQ&hash=96fde0f9d9801a76ef0ec7ba2a06bfd87f158e45&lang=en&cache-only=0"
"bell pepper","noun","Vegetables","bɛl ˈpɛpɚ","a small hollow fruit, typically red or green, etc., used in cooking or eaten raw","https://cdn.langeek.co/photo/21292/original/?type=jpeg","https://tts.langeek.co/read?text=YmVsbCBwZXBwZXI&hash=65a446b7daa9b385b4da4bb3e65c8fef608b6f25&lang=en&cache-only=0"
"chili","noun","Vegetables","ˈtʃɪɫi","the red or green fruit of a particular type of pepper plant, used in cooking for its hot taste","https://cdn.langeek.co/photo/50407/original/?type=jpeg","https://tts.langeek.co/read?text=Y2hpbGk&hash=ee971b0b467656969bfe65db966cdeee09c0a507&lang=en&cache-only=0"
"jalapeno","noun","Vegetables","ˌdʒæɫəˈpinoʊ/, /ˌhæɫəˈpinjoʊ","a type of chili pepper known for its medium heat and distinct flavor","https://cdn.langeek.co/photo/35005/original/?type=jpeg","https://tts.langeek.co/read?text=amFsYXBlbm8&hash=7ca505e2cb3db5aa5ebc8000c46b9a2aa6b5022f&lang=en&cache-only=0"
"zucchini","noun","Vegetables","zuˈkini","a long and thin vegetable with dark green skin","https://cdn.langeek.co/photo/21300/original/?type=jpeg","https://tts.langeek.co/read?text=enVjY2hpbmk&hash=0f517bbf540cff3638a0f92513c396f845b15a26&lang=en&cache-only=0"
"asparagus","noun","Vegetables","əˈspærəɡəs","a long green vegetable with edible stems, used in cooking or eaten raw","https://cdn.langeek.co/photo/26558/original/?type=jpeg","https://tts.langeek.co/read?text=YXNwYXJhZ3Vz&hash=07e3ca0316a665a57619dba8a7d96f553743a0d1&lang=en&cache-only=0"
"bean","noun","Vegetables","biːn","a seed growing in long pods on a climbing plant, eaten as a vegetable","https://cdn.langeek.co/photo/27113/original/bean?type=jpeg","https://tts.langeek.co/read?text=YmVhbg&hash=e00b28fc0c39c03c2a281313f4bffddf71b35ec2&lang=en&cache-only=0"
"celery","noun","Vegetables","ˈsɛləri","a green vegetable that people eat raw or use in cooking","https://cdn.langeek.co/photo/35258/original/celery?type=jpeg","https://tts.langeek.co/read?text=Y2VsZXJ5&hash=57a0de6466324325f37ceb2ecf48a8aec9935e7d&lang=en&cache-only=0"
"scallion","noun","Vegetables","ˈskæɫjən","a young onion taken from the ground before the root is formed, with a long green stem, eaten as a vegetable","https://cdn.langeek.co/photo/50525/original/?type=jpeg","https://tts.langeek.co/read?text=c2NhbGxpb24&hash=20cb28eb46f4d4f1c562e90469f53938bbb2eab7&lang=en&cache-only=0"
"sweet potato","noun","Vegetables","swˈiːt pətˈeɪɾoʊ","a vegetable similar to a potato in shape that has a sweet taste and white flesh","https://cdn.langeek.co/photo/50489/original/?type=jpeg","https://tts.langeek.co/read?text=c3dlZXQgcG90YXRv&hash=87e539513e78b5be69dc1f006f15c46ef99a1803&lang=en&cache-only=0"
"kale","noun","Vegetables","ˈkeɪɫ","a type of cabbage with green or purple curly leaves","https://cdn.langeek.co/photo/26712/original/?type=jpeg","https://tts.langeek.co/read?text=a2FsZQ&hash=c977a2d7959d9afa347cf6527801e3d3c1db7b58&lang=en&cache-only=0"
"Swiss chard","noun","Vegetables","swˈɪs tʃˈɑːɹd","a vegetable with white or red leaf stalks and large green leaves, used in cooking","https://cdn.langeek.co/photo/50515/original/?type=jpeg","https://tts.langeek.co/read?text=U3dpc3MgY2hhcmQ&hash=ce5f538ebe784c0d0ccc89e7336c5f92fcbbab17&lang=en&cache-only=0"
"okra","noun","Vegetables","ˈoʊkrə","a type of vegetable with long green seed cases, used in cooking","https://cdn.langeek.co/photo/26826/original/?type=jpeg","https://tts.langeek.co/read?text=b2tyYQ&hash=28bf18738f2af33734535c40e7f62ec6d8977575&lang=en&cache-only=0"
"turnip","noun","Vegetables","ˈtɝːnɪp","a root vegetable with creamy flesh and white and purple skin, used in cooking","https://cdn.langeek.co/photo/50523/original/?type=jpeg","https://tts.langeek.co/read?text=dHVybmlw&hash=46ffe3bd04c56cd73694eb95cbd7ff356b310b28&lang=en&cache-only=0"
"radicchio","noun","Vegetables","ɹædˈɪkɪˌoʊ","a variety of chicory that bears dark red leaves","https://cdn.langeek.co/photo/26830/original/?type=jpeg","https://tts.langeek.co/read?text=cmFkaWNjaGlv&hash=a2caf6aff2729289cfb97cae4c8a2981bb1765e5&lang=en&cache-only=0"
"chicory","noun","Vegetables","tʃˈɪkɚɹi","a blue-flowered herb of the daisy family, the root of which can be used with coffee and the leaves of which eaten in a salad","https://cdn.langeek.co/photo/26688/original/?type=jpeg","https://tts.langeek.co/read?text=Y2hpY29yeQ&hash=113f95f414fcfea617f296ee9e378970bb7c153c&lang=en&cache-only=0"
"endive","noun","Vegetables","ˈɛndɪv","a leafy green vegetable with slightly bitter taste, often used in salads or cooked dishes","https://cdn.langeek.co/photo/35019/original/?type=jpeg","https://tts.langeek.co/read?text=ZW5kaXZl&hash=94d465099e5bba0ed5736590827f150b2f38c59a&lang=en&cache-only=0"
"green bean","noun","Vegetables","ɡriːn biːn","a type of green vegetable that is long and thin and is used in cooking","https://cdn.langeek.co/photo/50483/original/?type=jpeg","https://tts.langeek.co/read?text=Z3JlZW4gYmVhbg&hash=cf43390c27af36ca198aa14a1333a1100934e718&lang=en&cache-only=0"
"leek","noun","Vegetables","liːk","a plant of the onion family with layers of green leaves and a white stem, used in cooking","https://cdn.langeek.co/photo/26708/original/?type=jpeg","https://tts.langeek.co/read?text=bGVlaw&hash=eb29cbe6ea87acbe2709adb7db59cdcff21aa2f5&lang=en&cache-only=0"
